"mech","type","skew","amount","mean","sd","median","iqr"
"MAR","TAIL","yes",0.118,-0.0104,-0.1534,6e-04,-0.009
"MAR","TAIL","diff",-0.1318,-0.0238,-0.1123,-0.0223,0.0283
"MNAR","RIGHT","no",0.033,-0.4119,-0.09,-0.3917,-0.151
"MNAR","RIGHT","yes",0.1018,-0.0486,-0.8203,-0.0174,-7e-04
"MNAR","RIGHT","diff",-0.0688,0.3633,-0.7303,0.3743,0.1503
"MNAR","LEFT","no",-0.0075,0.4102,-0.0891,0.4293,-0.1397
"MNAR","LEFT","yes",0.0946,0.0495,0.4084,0.0194,-5e-04
"MNAR","LEFT","diff",-0.1021,-0.3607,0.4975,-0.41,0.1392
"MNAR","MID","no",0.0243,0.006,0.1721,0.0125,0.3712
"MNAR","MID","yes",0.1163,0.0689,0.6861,-0.003,0.0131
"MNAR","MID","diff",-0.092,0.0629,0.5139,-0.0156,-0.3581
"MNAR","TAIL","no",-0.0057,-0.0035,-0.1966,-0.0012,-0.2965
"MNAR","TAIL","yes",0.095,-0.0328,-0.8272,7e-04,-0.0075
"MNAR","TAIL","diff",-0.1007,-0.0293,-0.6306,0.0019,0.289
"MCAR","MCAR","no",-0.0268,8e-04,0.0108,0.0076,0.0097
"MCAR","MCAR","yes",0.1044,-0.0101,-0.1601,0.0025,0.0037
"MCAR","MCAR","diff",-0.1312,-0.0109,-0.171,-0.0051,-0.006
"MCAR","MCAR","no",-0.0018,-0.0092,4e-04,-0.0046,0.0221
"MCAR","MCAR","yes",0.0957,-0.0041,-0.0542,0.0018,-0.0013
"MCAR","MCAR","diff",-0.0975,0.0051,-0.0546,0.0064,-0.0234
"MCAR","MCAR","no",0.0146,-0.0018,0.0094,0.0162,-0.0062
"MCAR","MCAR","yes",0.0894,0.0149,0.2307,-0.0026,-0.0015
"MCAR","MCAR","diff",-0.0748,0.0168,0.2213,-0.0187,0.0047
"MCAR","MCAR","no",0.0157,0.0214,-0.0034,0.0086,-0.0152
"MCAR","MCAR","yes",0.1389,-7e-04,-0.0059,9e-04,0.0032
"MCAR","MCAR","diff",-0.1233,-0.0221,-0.0026,-0.0077,0.0184
"MAR","RIGHT","no",-0.0159,-0.2148,-0.014,-0.2284,-0.0261
"MAR","RIGHT","yes",0.0976,-0.0478,-0.1486,-0.0384,-0.0041
"MAR","RIGHT","diff",-0.1135,0.167,-0.1347,0.19,0.022
"MAR","LEFT","no",0.0153,0.2055,-0.0183,0.1982,-0.0445
"MAR","LEFT","yes",0.1149,0.0605,0.3128,0.0333,-1e-04
"MAR","LEFT","diff",-0.0995,-0.1449,0.3311,-0.1649,0.0444
"MAR","MID","no",-0.0302,-0.0128,0.0359,-0.021,0.0549
"MAR","MID","yes",0.0906,0.008,0.1142,0.001,0.012
"MAR","MID","diff",-0.1208,0.0208,0.0783,0.0219,-0.0429
"MAR","TAIL","no",-0.0018,-0.0061,-0.0535,0.0044,-0.0812
"MAR","TAIL","yes",0.1,-0.0016,-0.0206,-0.0015,-0.0132
"MAR","TAIL","diff",-0.1018,0.0046,0.0329,-0.0059,0.0681
"MNAR","RIGHT","no",-0.0056,-0.4206,-0.083,-0.4254,-0.1209
"MNAR","RIGHT","yes",0.0746,-0.0502,-0.779,-0.0238,-0.0086
"MNAR","RIGHT","diff",-0.0802,0.3705,-0.696,0.4016,0.1123
"MNAR","LEFT","no",-0.0424,0.4038,-0.1005,0.3775,-0.1552
"MNAR","LEFT","yes",0.0886,0.049,0.4065,0.0166,0.0048
"MNAR","LEFT","diff",-0.131,-0.3548,0.507,-0.3609,0.16
"MNAR","MID","no",-0.0289,-0.0257,0.1685,-0.045,0.401
"MNAR","MID","yes",0.0954,0.0675,0.6829,0.0053,0.0164
"MNAR","MID","diff",-0.1242,0.0932,0.5145,0.0502,-0.3846
"MNAR","TAIL","no",-0.0188,-0.0109,-0.2017,-0.0038,-0.2979
"MNAR","TAIL","yes",0.1056,-0.0334,-0.8492,0.0026,-0.0069
"MNAR","TAIL","diff",-0.1244,-0.0226,-0.6475,0.0064,0.291
"MCAR","MCAR","no",-0.0239,0.0022,-0.0017,0.0096,0.0119
"MCAR","MCAR","yes",0.0764,-0.0131,-0.2834,8e-04,6e-04
"MCAR","MCAR","diff",-0.1003,-0.0153,-0.2817,-0.0088,-0.0113
"MCAR","MCAR","no",-0.0171,0.007,-0.0031,0.0067,-0.0167
"MCAR","MCAR","yes",0.1017,0.0047,0.0719,-0.0016,0.0023
"MCAR","MCAR","diff",-0.1188,-0.0023,0.0749,-0.0083,0.0191
"MCAR","MCAR","no",-0.0061,0.0102,0.0016,0.0166,0.0132
"MCAR","MCAR","yes",0.1116,0.007,0.0801,-8e-04,-5e-04
"MCAR","MCAR","diff",-0.1177,-0.0032,0.0785,-0.0174,-0.0138
"MCAR","MCAR","no",-0.0218,-7e-04,-0.0081,4e-04,-0.0082
"MCAR","MCAR","yes",0.1011,0,-0.0205,0.0022,-0.0018
"MCAR","MCAR","diff",-0.1229,7e-04,-0.0124,0.0018,0.0064
"MAR","RIGHT","no",-0.0177,-0.217,-0.0289,-0.2233,-0.0531
"MAR","RIGHT","yes",0.121,-0.0611,-0.5151,-0.0306,-0.003
"MAR","RIGHT","diff",-0.1387,0.1559,-0.4862,0.1926,0.0501
"MAR","LEFT","no",-0.0309,0.1934,-0.0207,0.1792,-0.0382
"MAR","LEFT","yes",0.0995,0.0435,0.1038,0.0337,-0.0081
"MAR","LEFT","diff",-0.1305,-0.1499,0.1244,-0.1454,0.0302
"MAR","MID","no",0.0461,-0.0061,0.0495,-0.0142,0.0715
"MAR","MID","yes",0.1044,0.0059,0.1233,-0.0034,0.0128
"MAR","MID","diff",-0.0582,0.012,0.0737,0.0109,-0.0587
"MAR","TAIL","no",0.0237,0.0013,-0.0514,-0.002,-0.0882
"MAR","TAIL","yes",0.1161,-0.0058,-0.0992,0.0018,-0.0053
"MAR","TAIL","diff",-0.0924,-0.0071,-0.0478,0.0039,0.0828
"MNAR","RIGHT","no",-0.0051,-0.4158,-0.084,-0.4113,-0.118
"MNAR","RIGHT","yes",0.1118,-0.0508,-0.8483,-0.014,3e-04
"MNAR","RIGHT","diff",-0.1169,0.3649,-0.7643,0.3973,0.1182
"MNAR","LEFT","no",0.0019,0.416,-0.1004,0.4208,-0.131
"MNAR","LEFT","yes",0.1007,0.0517,0.4279,0.0136,-0.0025
"MNAR","LEFT","diff",-0.0988,-0.3643,0.5283,-0.4072,0.1285
"MNAR","MID","no",0.0217,-0.013,0.1624,-0.0291,0.4027
"MNAR","MID","yes",0.0954,0.0553,0.6859,-0.0054,0.0312
"MNAR","MID","diff",-0.0737,0.0683,0.5234,0.0237,-0.3715
"MNAR","TAIL","no",0.025,0.024,-0.207,0.0204,-0.3132
"MNAR","TAIL","yes",0.1302,-0.0422,-0.87,0.0015,-0.0052
"MNAR","TAIL","diff",-0.1051,-0.0661,-0.663,-0.0189,0.3081
"MCAR","MCAR","no",0.0326,-3e-04,0.0194,0.0165,0.0211
"MCAR","MCAR","yes",0.1347,-0.0082,-0.0949,-4e-04,-0.0023
"MCAR","MCAR","diff",-0.1021,-0.008,-0.1143,-0.017,-0.0235
"MCAR","MCAR","no",-0.0115,0.0091,-0.0086,0.0247,-0.0194
"MCAR","MCAR","yes",0.0984,-0.0059,-0.0628,-0.0012,-0.0011
"MCAR","MCAR","diff",-0.1099,-0.015,-0.0542,-0.0259,0.0183
"MCAR","MCAR","no",0.0401,2e-04,-0.01,0.0073,8e-04
"MCAR","MCAR","yes",0.1186,1e-04,0.045,-0.0031,0.0024
"MCAR","MCAR","diff",-0.0786,-1e-04,0.055,-0.0104,0.0016
"MCAR","MCAR","no",-0.0195,0.0193,-0.0075,0.0188,-0.0106
"MCAR","MCAR","yes",0.1209,-0.0046,-0.0681,6e-04,-0.0052
"MCAR","MCAR","diff",-0.1404,-0.0239,-0.0606,-0.0181,0.0054
"MAR","RIGHT","no",0.0272,-0.2002,-0.0149,-0.2149,-0.0142
"MAR","RIGHT","yes",0.1091,-0.0632,-0.563,-0.0345,-0.0053
"MAR","RIGHT","diff",-0.0819,0.137,-0.5482,0.1804,0.0089
"MAR","LEFT","no",0.0209,0.2217,-0.0344,0.2222,-0.0321
"MAR","LEFT","yes",0.104,0.0573,0.2742,0.0385,-0.0018
"MAR","LEFT","diff",-0.0831,-0.1645,0.3086,-0.1837,0.0303
"MAR","MID","no",-0.0134,-0.003,0.0409,-0.0023,0.0572
"MAR","MID","yes",0.0728,0.027,0.3925,-0.0031,0.0137
"MAR","MID","diff",-0.0861,0.0299,0.3516,-9e-04,-0.0435
"MAR","TAIL","no",0.0364,0.014,-0.0415,-0.003,-0.0547
"MAR","TAIL","yes",0.1066,-0.0187,-0.2881,3e-04,-0.0132
"MAR","TAIL","diff",-0.0703,-0.0327,-0.2466,0.0033,0.0415
"MNAR","RIGHT","no",0.0123,-0.3981,-0.0831,-0.3769,-0.1245
"MNAR","RIGHT","yes",0.0729,-0.0491,-0.7592,-0.0263,0
"MNAR","RIGHT","diff",-0.0606,0.349,-0.6761,0.3506,0.1245
"MNAR","LEFT","no",0.0047,0.4139,-0.0937,0.4078,-0.1398
"MNAR","LEFT","yes",0.0874,0.0519,0.4146,0.0244,-0.0012
"MNAR","LEFT","diff",-0.0827,-0.362,0.5083,-0.3834,0.1386
"MNAR","MID","no",0.0021,0.0183,0.1632,0.0163,0.3797
"MNAR","MID","yes",0.1129,0.0719,0.7013,-9e-04,0.0158
"MNAR","MID","diff",-0.1108,0.0536,0.5381,-0.0172,-0.3639
"MNAR","TAIL","no",0.0055,-0.0045,-0.1938,-0.0039,-0.3099
"MNAR","TAIL","yes",0.0969,-0.0311,-0.8278,0.0018,-0.0077
"MNAR","TAIL","diff",-0.0914,-0.0266,-0.634,0.0056,0.3022
"MCAR","MCAR","no",0.012,0.0067,0.0036,-0.0035,0.0115
"MCAR","MCAR","yes",0.1144,-0.007,-0.08,-2e-04,0.0024
"MCAR","MCAR","diff",-0.1023,-0.0137,-0.0836,0.0033,-0.009
"MCAR","MCAR","no",0.0058,7e-04,-0.0085,-1e-04,-0.0158
"MCAR","MCAR","yes",0.1013,0.0222,0.2901,-0.0033,-0.0011
"MCAR","MCAR","diff",-0.0956,0.0215,0.2985,-0.0032,0.0148
"MCAR","MCAR","no",-0.011,0.0047,-0.0073,0.0176,-0.0108
"MCAR","MCAR","yes",0.1109,0.0193,0.2088,0.0018,-0.0011
"MCAR","MCAR","diff",-0.1219,0.0146,0.2161,-0.0157,0.0097
"MCAR","MCAR","no",-0.0155,-0.0127,0.0014,-0.018,0.0095
"MCAR","MCAR","yes",0.0884,0.0098,0.1026,0.0028,-9e-04
"MCAR","MCAR","diff",-0.1039,0.0225,0.1012,0.0207,-0.0104
"MAR","RIGHT","no",-0.0058,-0.2176,-0.0307,-0.2187,-0.0281
"MAR","RIGHT","yes",0.1154,-0.0724,-0.8584,-0.0338,-0.0081
"MAR","RIGHT","diff",-0.1212,0.1452,-0.8277,0.1849,0.02
"MAR","LEFT","no",-0.0267,0.203,-0.0255,0.2035,-0.0311
"MAR","LEFT","yes",0.1085,0.0703,0.4036,0.0311,-0.007
"MAR","LEFT","diff",-0.1351,-0.1327,0.4291,-0.1724,0.0241
"MAR","MID","no",0.0192,0.0097,0.0421,-0.0061,0.067
"MAR","MID","yes",0.1035,0.0047,0.064,-7e-04,0.0137
"MAR","MID","diff",-0.0843,-0.0051,0.0219,0.0053,-0.0533
"MAR","TAIL","no",0.0247,0.0121,-0.0437,0.0056,-0.0595
"MAR","TAIL","yes",0.1087,-0.0084,-0.1226,-4e-04,-0.0096
"MAR","TAIL","diff",-0.084,-0.0205,-0.0789,-0.006,0.0499
"MNAR","RIGHT","no",-0.0239,-0.4122,-0.0846,-0.416,-0.131
"MNAR","RIGHT","yes",0.1128,-0.0509,-0.8532,-0.0115,-0.0016
"MNAR","RIGHT","diff",-0.1367,0.3613,-0.7685,0.4045,0.1294
"MNAR","LEFT","no",-0.0106,0.4164,-0.0943,0.4046,-0.1532
"MNAR","LEFT","yes",0.0845,0.0506,0.4151,0.0181,-0.0027
"MNAR","LEFT","diff",-0.095,-0.3658,0.5094,-0.3865,0.1505
"MNAR","MID","no",0.0169,0.007,0.1594,0.0092,0.3607
"MNAR","MID","yes",0.0848,0.0479,0.655,-0.0057,0.0196
"MNAR","MID","diff",-0.0679,0.041,0.4956,-0.0149,-0.3411
"MNAR","TAIL","no",0.0209,-0.0055,-0.1913,-0.0027,-0.279
"MNAR","TAIL","yes",0.112,-0.0368,-0.8454,0,-0.0093
"MNAR","TAIL","diff",-0.0912,-0.0313,-0.6541,0.0027,0.2698
"MCAR","MCAR","no",-0.0636,0.0052,0.0055,0.0093,0.0164
"MCAR","MCAR","yes",0.1108,0.0089,0.0684,0.0018,7e-04
"MCAR","MCAR","diff",-0.1744,0.0038,0.0629,-0.0074,-0.0157
"MCAR","MCAR","no",0.0071,0.0033,-0.0107,0.0034,-0.0193
"MCAR","MCAR","yes",0.0972,-0.0068,-0.0307,-0.0027,0.0053
"MCAR","MCAR","diff",-0.0902,-0.0101,-0.0201,-0.0061,0.0246
"MCAR","MCAR","no",0.0038,7e-04,-0.0061,-0.0021,-0.0039
"MCAR","MCAR","yes",0.1092,0.0093,0.1343,-0.0018,6e-04
"MCAR","MCAR","diff",-0.1054,0.0086,0.1405,3e-04,0.0044
"MCAR","MCAR","no",0.0087,-0.001,0.0051,-0.0011,0.0087
"MCAR","MCAR","yes",0.1019,-0.0073,-0.0929,-0.001,0.0031
"MCAR","MCAR","diff",-0.0932,-0.0063,-0.098,1e-04,-0.0056
"MAR","RIGHT","no",-0.0178,-0.2059,-0.0069,-0.1956,0.0077
"MAR","RIGHT","yes",0.1175,-0.0496,-0.2952,-0.0284,-7e-04
"MAR","RIGHT","diff",-0.1353,0.1563,-0.2883,0.1673,-0.0084
"MAR","LEFT","no",0.0101,0.2067,-0.0195,0.203,-0.0386
"MAR","LEFT","yes",0.1215,0.0616,0.3188,0.0301,-0.0025
"MAR","LEFT","diff",-0.1114,-0.1451,0.3383,-0.173,0.0361
"MAR","MID","no",-0.0066,-0.0056,0.0452,-0.0121,0.0638
"MAR","MID","yes",0.1262,0.0141,0.1772,-7e-04,0.0111
"MAR","MID","diff",-0.1327,0.0197,0.1321,0.0115,-0.0527
"MAR","TAIL","no",-0.036,0.0095,-0.0407,0.0231,-0.0439
"MAR","TAIL","yes",0.1029,-0.0075,-0.0882,-0.0028,-0.0079
"MAR","TAIL","diff",-0.139,-0.017,-0.0475,-0.0259,0.036
"MNAR","RIGHT","no",0.0162,-0.4045,-0.0915,-0.3877,-0.1329
"MNAR","RIGHT","yes",0.1293,-0.053,-0.8659,-0.0092,-5e-04
"MNAR","RIGHT","diff",-0.1131,0.3515,-0.7744,0.3786,0.1324
"MNAR","LEFT","no",0.0176,0.4225,-0.0892,0.4406,-0.1788
"MNAR","LEFT","yes",0.1075,0.0475,0.4054,0.013,-8e-04
"MNAR","LEFT","diff",-0.0899,-0.375,0.4946,-0.4276,0.1779
"MNAR","MID","no",0.0266,-0.0041,0.1711,-0.0212,0.3937
"MNAR","MID","yes",0.1165,0.0691,0.7051,-0.0035,0.0092
"MNAR","MID","diff",-0.0899,0.0732,0.5339,0.0177,-0.3845
"MNAR","TAIL","no",0.0271,-0.0107,-0.1974,-6e-04,-0.2837
"MNAR","TAIL","yes",0.1238,-0.038,-0.8612,0.0027,-0.0045
"MNAR","TAIL","diff",-0.0967,-0.0272,-0.6638,0.0034,0.2792
"MCAR","MCAR","no",0.0234,4e-04,0.0075,1e-04,-0.0034
"MCAR","MCAR","yes",0.1234,0.0096,0.109,-6e-04,1e-04
"MCAR","MCAR","diff",-0.1,0.0093,0.1015,-7e-04,0.0035
"MCAR","MCAR","no",0.0094,0.0107,0.0048,3e-04,-0.0066
"MCAR","MCAR","yes",0.1214,0.0135,0.1307,6e-04,0.0023
"MCAR","MCAR","diff",-0.1119,0.0029,0.1259,3e-04,0.0089
"MCAR","MCAR","no",-0.0157,-0.0015,0.0042,-0.0053,0.0148
"MCAR","MCAR","yes",0.1213,0.0162,0.1732,3e-04,0.0047
"MCAR","MCAR","diff",-0.137,0.0177,0.169,0.0056,-0.01
"MCAR","MCAR","no",-0.0049,-0.01,0.0057,-0.0078,0.0185
"MCAR","MCAR","yes",0.0995,-0.0108,-0.1496,9e-04,-8e-04
"MCAR","MCAR","diff",-0.1045,-8e-04,-0.1553,0.0088,-0.0192
"MAR","RIGHT","no",0.0071,-0.2038,-0.0293,-0.1808,-0.04
"MAR","RIGHT","yes",0.1098,-0.0572,-0.4286,-0.0305,-0.0063
"MAR","RIGHT","diff",-0.1026,0.1466,-0.3993,0.1502,0.0337
"MAR","LEFT","no",-0.0417,0.198,-0.0235,0.195,-0.0404
"MAR","LEFT","yes",0.1061,0.0449,0.1462,0.032,-0.0068
"MAR","LEFT","diff",-0.1478,-0.1532,0.1697,-0.1629,0.0336
"MAR","MID","no",-0.0464,-1e-04,0.0488,0.0055,0.0628
"MAR","MID","yes",0.1055,0.0231,0.2692,-1e-04,0.0077
"MAR","MID","diff",-0.1519,0.0232,0.2204,-0.0057,-0.0551
"MAR","TAIL","no",-0.0079,-0.0144,-0.0532,-0.008,-0.0596
"MAR","TAIL","yes",0.0946,-0.0053,-0.0533,-0.0018,-0.0125
"MAR","TAIL","diff",-0.1025,0.0091,-1e-04,0.0062,0.0471
"MNAR","RIGHT","no",-0.0191,-0.4125,-0.0891,-0.4173,-0.1361
"MNAR","RIGHT","yes",0.0583,-0.0588,-0.7361,-0.0398,5e-04
"MNAR","RIGHT","diff",-0.0774,0.3537,-0.647,0.3775,0.1366
"MNAR","LEFT","no",0.0038,0.418,-0.0882,0.4082,-0.1232
"MNAR","LEFT","yes",0.0921,0.05,0.4067,0.0164,-0.0027
"MNAR","LEFT","diff",-0.0882,-0.368,0.495,-0.3918,0.1205
"MNAR","MID","no",-0.0043,-0.0058,0.1571,-0.0171,0.3809
"MNAR","MID","yes",0.1039,0.0654,0.6882,-0.0032,0.0099
"MNAR","MID","diff",-0.1082,0.0712,0.5311,0.0139,-0.3711
"MNAR","TAIL","no",0.0069,0.0035,-0.2068,0.0089,-0.3156
"MNAR","TAIL","yes",0.0972,-0.0318,-0.8296,-3e-04,-0.0074
"MNAR","TAIL","diff",-0.0903,-0.0353,-0.6228,-0.0092,0.3082
"MCAR","MCAR","no",-0.0142,-0.0028,0.0028,-0.0015,0.0053
"MCAR","MCAR","yes",0.1104,0.0166,0.2067,-0.0029,-0.0019
"MCAR","MCAR","diff",-0.1246,0.0194,0.2039,-0.0014,-0.0072
"MCAR","MCAR","no",-0.0149,-0.0046,-0.0019,0.0172,-0.0188
"MCAR","MCAR","yes",0.1062,0.0019,0.0307,-0.0016,0.0027
"MCAR","MCAR","diff",-0.1212,0.0065,0.0326,-0.0188,0.0215
"MCAR","MCAR","no",0.0433,-0.0184,-2e-04,-0.0031,0.0141
"MCAR","MCAR","yes",0.0899,0.0061,0.1054,-0.0015,-0.0018
"MCAR","MCAR","diff",-0.0466,0.0245,0.1056,0.0015,-0.0159
"MCAR","MCAR","no",-0.0048,-0.0087,-0.0038,-0.0198,-0.0136
"MCAR","MCAR","yes",0.1229,0.0147,0.147,4e-04,5e-04
"MCAR","MCAR","diff",-0.1277,0.0233,0.1508,0.0203,0.0142
"MAR","RIGHT","no",0.0135,-0.2015,-0.0253,-0.2029,-0.0449
"MAR","RIGHT","yes",0.0984,-0.0571,-0.383,-0.0361,-0.0089
"MAR","RIGHT","diff",-0.0849,0.1445,-0.3577,0.1668,0.036
"MAR","LEFT","no",-0.001,0.1974,-0.0121,0.1982,-0.0038
"MAR","LEFT","yes",0.1043,0.0607,0.3511,0.032,0.0014
"MAR","LEFT","diff",-0.1053,-0.1367,0.3632,-0.1662,0.0052
"MAR","MID","no",-0.0172,-0.0139,0.0528,-0.0114,0.0678
"MAR","MID","yes",0.0831,0.0279,0.4004,0.001,0.0168
"MAR","MID","diff",-0.1002,0.0418,0.3476,0.0125,-0.051
"MAR","TAIL","no",0.0065,0.0062,-0.052,0.0071,-0.0562
"MAR","TAIL","yes",0.121,-0.0269,-0.3975,-0.0013,-0.0129
"MAR","TAIL","diff",-0.1145,-0.0331,-0.3455,-0.0084,0.0433
"MNAR","RIGHT","no",0.0264,-0.4196,-0.0891,-0.4038,-0.1361
"MNAR","RIGHT","yes",0.1129,-0.0485,-0.8425,-0.0109,-0.0022
"MNAR","RIGHT","diff",-0.0864,0.3711,-0.7534,0.3928,0.1339
"MNAR","LEFT","no",-0.0177,0.4184,-0.0973,0.4151,-0.1408
"MNAR","LEFT","yes",0.1098,0.0493,0.4031,0.0107,-0.0029
"MNAR","LEFT","diff",-0.1275,-0.369,0.5004,-0.4044,0.1379
"MNAR","MID","no",0.0109,0.0011,0.1649,0.0254,0.3637
"MNAR","MID","yes",0.1022,0.0597,0.6823,-0.0057,0.0153
"MNAR","MID","diff",-0.0913,0.0585,0.5174,-0.0311,-0.3484
"MNAR","TAIL","no",-0.0175,-0.0098,-0.198,-0.0016,-0.3169
"MNAR","TAIL","yes",0.1138,-0.0365,-0.8539,0.0038,-0.0068
"MNAR","TAIL","diff",-0.1312,-0.0267,-0.6559,0.0054,0.3101
"MCAR","MCAR","no",0.0216,6e-04,-0.0034,-0.001,-0.002
"MCAR","MCAR","yes",0.1194,0.0126,0.1522,9e-04,-0.002
"MCAR","MCAR","diff",-0.0978,0.012,0.1556,0.0018,0
"MCAR","MCAR","no",0.0417,0.0041,4e-04,0.0278,0.0132
"MCAR","MCAR","yes",0.1295,-0.0022,0.0063,-0.003,0.001
"MCAR","MCAR","diff",-0.0878,-0.0064,0.0058,-0.0309,-0.0122
"MCAR","MCAR","no",-4e-04,0.0059,0.006,0.002,-0.0044
"MCAR","MCAR","yes",0.0758,0.0022,0.0632,-2e-04,4e-04
"MCAR","MCAR","diff",-0.0762,-0.0036,0.0572,-0.0021,0.0048
"MCAR","MCAR","no",-0.0024,-0.0082,-0.0091,-0.0076,-0.0178
"MCAR","MCAR","yes",0.1121,0.0086,0.0728,1e-04,0.001
"MCAR","MCAR","diff",-0.1145,0.0168,0.0819,0.0077,0.0188
"MAR","RIGHT","no",-0.0241,-0.211,-0.0128,-0.2051,-0.0153
"MAR","RIGHT","yes",0.0916,-0.0503,-0.2246,-0.037,-0.0096
"MAR","RIGHT","diff",-0.1157,0.1606,-0.2118,0.168,0.0057
"MAR","LEFT","no",0.0266,0.2026,-0.0207,0.2102,-0.0255
"MAR","LEFT","yes",0.105,0.0614,0.2822,0.0369,-0.004
"MAR","LEFT","diff",-0.0783,-0.1412,0.3029,-0.1733,0.0215
"MAR","MID","no",0.0204,0.0058,0.0464,0.002,0.0929
"MAR","MID","yes",0.1079,0.013,0.1793,-0.0021,0.0124
"MAR","MID","diff",-0.0876,0.0072,0.1329,-0.0041,-0.0805
"MAR","TAIL","no",-0.0161,-0.0057,-0.0492,-0.0155,-0.069
"MAR","TAIL","yes",0.0779,0.0017,-0.0046,0.0017,-0.0171
"MAR","TAIL","diff",-0.094,0.0073,0.0446,0.0172,0.0519
"MNAR","RIGHT","no",0.0074,-0.4185,-0.0841,-0.4042,-0.1021
"MNAR","RIGHT","yes",0.088,-0.0534,-0.8051,-0.0242,0.001
"MNAR","RIGHT","diff",-0.0805,0.3652,-0.7211,0.38,0.1031
"MNAR","LEFT","no",-0.0372,0.41,-0.0869,0.3886,-0.101
"MNAR","LEFT","yes",0.0984,0.0483,0.4263,0.0101,1e-04
"MNAR","LEFT","diff",-0.1356,-0.3617,0.5132,-0.3785,0.1011
"MNAR","MID","no",-0.0028,0.0069,0.1659,-0.0042,0.3899
"MNAR","MID","yes",0.1042,0.0661,0.6894,-0.004,0.012
"MNAR","MID","diff",-0.107,0.0592,0.5235,1e-04,-0.3779
"MNAR","TAIL","no",-0.0084,-0.0053,-0.1998,-0.0065,-0.3136
"MNAR","TAIL","yes",0.1112,-0.038,-0.8522,6e-04,-0.0091
"MNAR","TAIL","diff",-0.1195,-0.0327,-0.6525,0.0071,0.3045
"MCAR","MCAR","no",-0.0078,-0.0149,0.01,-0.017,0.0214
"MCAR","MCAR","yes",0.1152,0.0097,0.1195,0.001,-0.0017
"MCAR","MCAR","diff",-0.123,0.0246,0.1095,0.018,-0.023
"MCAR","MCAR","no",0.0017,0.0153,0.0126,0.0167,0.0238
"MCAR","MCAR","yes",0.1273,0.004,0.023,0.0022,0.0021
"MCAR","MCAR","diff",-0.1255,-0.0113,0.0104,-0.0145,-0.0217
"MCAR","MCAR","no",0.0372,-0.0121,0.0031,-0.0243,-0.0046
"MCAR","MCAR","yes",0.1067,0.0137,0.1547,0.0029,0.0027
"MCAR","MCAR","diff",-0.0695,0.0258,0.1516,0.0272,0.0073
"MCAR","MCAR","no",0.0096,0.0089,0.0075,0.0016,0.0385
"MCAR","MCAR","yes",0.1349,-0.0183,-0.2311,0,-0.0013
"MCAR","MCAR","diff",-0.1253,-0.0272,-0.2386,-0.0016,-0.0399
"MAR","RIGHT","no",0.0186,-0.211,-0.0212,-0.1957,-0.0272
"MAR","RIGHT","yes",0.0853,-0.0601,-0.2877,-0.0451,-0.0081
"MAR","RIGHT","diff",-0.0667,0.1509,-0.2665,0.1507,0.0191
"MAR","LEFT","no",-0.0108,0.2242,-0.0309,0.2402,-0.05
"MAR","LEFT","yes",0.094,0.0521,0.2048,0.0374,-0.0102
"MAR","LEFT","diff",-0.1048,-0.1722,0.2357,-0.2028,0.0398
"MAR","MID","no",-0.0033,0.0132,0.0478,0.0168,0.0628
"MAR","MID","yes",0.1082,-0.0035,-0.0794,0.0049,0.0049
"MAR","MID","diff",-0.1115,-0.0166,-0.1272,-0.0119,-0.0579
"MAR","TAIL","no",-0.0169,0.0038,-0.0361,0.0026,-0.0625
"MAR","TAIL","yes",0.1138,-0.0043,-0.0549,0.0015,-0.0084
"MAR","TAIL","diff",-0.1307,-0.008,-0.0188,-0.0011,0.0541
"MNAR","RIGHT","no",0.0075,-0.4058,-0.104,-0.3968,-0.1021
"MNAR","RIGHT","yes",0.128,-0.0502,-0.8678,-0.0073,7e-04
"MNAR","RIGHT","diff",-0.1205,0.3556,-0.7638,0.3895,0.1027
"MNAR","LEFT","no",0.0126,0.3898,-0.0744,0.4086,-0.1211
"MNAR","LEFT","yes",0.1026,0.0485,0.4157,0.0128,-0.0037
"MNAR","LEFT","diff",-0.09,-0.3413,0.4901,-0.3959,0.1174
"MNAR","MID","no",0.0363,-0.0089,0.1709,-0.0203,0.4316
"MNAR","MID","yes",0.1065,0.0571,0.6806,-0.0077,0.0172
"MNAR","MID","diff",-0.0702,0.066,0.5097,0.0126,-0.4144
"MNAR","TAIL","no",0.0371,0.0066,-0.186,0.0061,-0.3046
"MNAR","TAIL","yes",0.1182,-0.0359,-0.8515,0.0034,-0.0032
"MNAR","TAIL","diff",-0.0811,-0.0425,-0.6656,-0.0027,0.3014
"MCAR","MCAR","no",0.0152,-0.0141,-0.0088,-0.0057,-0.0137
"MCAR","MCAR","yes",0.103,-4e-04,-0.0096,-0.0013,-0.0075
"MCAR","MCAR","diff",-0.0878,0.0138,-7e-04,0.0044,0.0062
"MCAR","MCAR","no",-0.0221,-0.0099,-0.0067,-0.0014,-0.0359
"MCAR","MCAR","yes",0.0767,-0.016,-0.2847,-0.0062,-0.0014
"MCAR","MCAR","diff",-0.0988,-0.0062,-0.278,-0.0048,0.0345
"MCAR","MCAR","no",-0.0199,0.005,0.0052,0.0131,0.0084
"MCAR","MCAR","yes",0.0969,0.0032,0.0694,-0.004,-0.0023
"MCAR","MCAR","diff",-0.1168,-0.0018,0.0642,-0.017,-0.0107
